id,cannon_teff,cannon_logg,cannon_m_h,cannon_alpha_m,cannon_teff_err,cannon_logg_err,cannon_m_h_err,cannon_alpha_m_err,cannon_red_chisq,ra,dec,snrg,codeindex,Ba_only_candidate,Sr_only_candidate,Ba_Sr_candidate,BA_FE_4554,BA_FE_4554_err,BA_FE_4554_kernel,BA_FE_4554_kernel_err,BA_FE_4934,BA_FE_4934_err,BA_FE_4934_kernel,BA_FE_4934_kernel_err,SR_FE_4077,SR_FE_4077_err,SR_FE_4077_kernel,SR_FE_4077_kernel_err,SR_FE_4215,SR_FE_4215_err,SR_FE_4215_kernel,SR_FE_4215_kernel_err,source_id,designation,ra_cone,dec_cone,l,b,ecl_lon,ecl_lat,parallax,pmra,pmdec,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,ra_error,dec_error,parallax_error,pmra_error,pmdec_error,a_g_percentile_lower,a_g_percentile_upper,a_g_val,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_gof_al,astrometric_matched_observations,astrometric_n_bad_obs_al,astrometric_n_good_obs_al,astrometric_n_obs_ac,astrometric_n_obs_al,astrometric_params_solved,astrometric_primary_flag,astrometric_pseudo_colour,astrometric_pseudo_colour_error,astrometric_sigma5d_max,astrometric_weight_al,bp_g,bp_rp,dec_parallax_corr,dec_pmdec_corr,dec_pmra_corr,duplicated_source,e_bp_min_rp_percentile_lower,e_bp_min_rp_percentile_upper,e_bp_min_rp_val,flame_flags,frame_rotator_object_type,g_rp,lum_percentile_lower,lum_percentile_upper,lum_val,matched_observations,mean_varpi_factor_al,parallax_over_error,parallax_pmdec_corr,parallax_pmra_corr,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_flux_over_error,phot_bp_n_obs,phot_bp_rp_excess_factor,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_flux_over_error,phot_g_n_obs,phot_proc_mode,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_flux_over_error,phot_rp_n_obs,phot_variable_flag,pmra_pmdec_corr,priam_flags,ra_dec_corr,radial_velocity,radial_velocity_error,radius_percentile_lower,radius_percentile_upper,radius_val,random_index,ra_parallax_corr,ra_pmdec_corr,ra_pmra_corr,ref_epoch,rv_nb_transits,rv_template_fe_h,rv_template_logg,rv_template_teff,solution_id,teff_percentile_lower,teff_percentile_upper,teff_val,visibility_periods_used,Separation,parallax/error
spec-56749-HD151245N190542B01_sp09-021.fits,5075.33550817,3.3261478721,-0.4935200796,0.1441067779,38.2301403697,0.0640632442,0.0423101558,0.0236490681,0.3100820985,229.046037,19.240896,35.77,434537,false,false,true,0.8639859846,0.1805691915,11.65715352,39.496723361,0.4498864982,0.4522708118,9.3424617374,62.6936545064,0.8693272748,0.1110445096,-25.1291787001,38.4382062665,0.9912758308,0.1335909401,-45.4414199708,30.4885292473,1.21216264565172E+018,Gaia DR2 1212162645651721216,229.0460268964,19.2408536612,27.3804778533,55.9398220008,220.2090328718,35.8723933384,0.5929793032,6.738733218,-5.3139230442,14.668725,15.105182,14.079364,0.0260790851,0.0294759275,0.0382941486,0.0686575958,0.0948215211,,,,117.23463,0,7.5106700959067E-16,-3.6989274,21,0,184,0,184,31,,1.5690980815,0.0063164269,0.10652201,31.350315,0.43645668,1.0258179,-0.47688407,0.63582075,-0.42718694,,,,,200111,0,0.5893612,2.640384,3.5615022,3.100943,21,0.04885759,15.484854,-0.5466492,0.3910687,12545.3420910587,20.9492189952,598.84534,21,1.2235899,25577.4016372614,9.1317767617,2800.9229,183,1,18750.9091292676,31.7862783113,589.90576,19,NOT_AVAILABLE,-0.40827242,100002,0.0001866571,,,2.0658944,2.3485327,2.243717,1405892253,-0.022922255,-0.23140892,0.25225288,2015.5,0,,,,1.6357214584098E+018,4998.06,5329,5113.47,11,4.34001253041609E-05,15.4848540803
spec-56380-HD133117N362849B01_sp09-006.fits,4694.65844441,2.2055403343,-0.4463750305,0.1097716343,22.8869017872,0.0616185498,0.0325464159,0.0177141499,0.4164322991,204.07606,36.637062,30.9899997711,215624,false,true,false,0.8246390166,0.2100840144,12.5217112636,47.3524079286,0.5255453211,1.0114616242,9.3424669166,48.8619321124,0.9149415424,0.1154677702,-13.6201795333,35.4984288138,0.8775761704,0.1543604596,7.6481787255,46.7092875042,1.4720878086372E+018,Gaia DR2 1472087808637199360,204.0759927923,36.6371011303,80.7401000673,76.5613014662,184.9123302176,42.6653386622,0.4427494053,-13.0644343803,6.5633306763,12.59327,13.128531,11.925888,0.0187791751,0.0189268231,0.0284652504,0.0371433038,0.0353598347,0.1859,2.0811,0.6387,314.82184,0,0,-2.2271135,43,1,378,379,379,31,,1.5270815843,0.0053144298,0.027373303,242.34724,0.53526115,1.2026434,0.15903623,-0.055613294,0.08587011,,0.0644,0.829,0.103,200111,0,0.66738224,35.08063,43.306713,39.193672,49,0.0025434701,15.554031,-0.11017165,-0.14577223,77471.6202628696,83.9663322934,922.651,47,1.235546,172996.794284009,35.3379868118,4895.4907,427,1,136273.880215998,77.8532458841,1750.3943,46,NOT_AVAILABLE,0.017926848,100002,0.05483606,-10.3983274608,0.9677846639,8.104587,8.838792,8.61704,689306345,-0.21327509,0.102097236,0.27197623,2015.5,15,-0.5,2.5,4750,1.6357214584098E+018,4857.7354,5073,4919.8433,18,6.66301067581416E-05,15.5540316378
spec-56380-HD133117N362849B01_sp09-006.fits,4694.65844441,2.2055403343,-0.4463750305,0.1097716343,22.8869017872,0.0616185498,0.0325464159,0.0177141499,0.4164322991,204.07606,36.637062,30.99,215624,false,false,true,0.8246390166,0.2100840144,12.5217112636,47.3524079286,0.5255453211,1.0114616242,9.3424669166,48.8619321124,0.9149415424,0.1154677702,-13.6201795333,35.4984288138,0.8775761704,0.1543604596,7.6481787255,46.7092875042,1.4720878086372E+018,Gaia DR2 1472087808637199360,204.0759927923,36.6371011303,80.7401000673,76.5613014662,184.9123302176,42.6653386622,0.4427494053,-13.0644343803,6.5633306763,12.59327,13.128531,11.925888,0.0187791751,0.0189268231,0.0284652504,0.0371433038,0.0353598347,0.1859,2.0811,0.6387,314.82184,0,0,-2.2271135,43,1,378,379,379,31,,1.5270815843,0.0053144298,0.027373303,242.34724,0.53526115,1.2026434,0.15903623,-0.055613294,0.08587011,,0.0644,0.829,0.103,200111,0,0.66738224,35.08063,43.306713,39.193672,49,0.0025434701,15.554031,-0.11017165,-0.14577223,77471.6202628696,83.9663322934,922.651,47,1.235546,172996.794284009,35.3379868118,4895.4907,427,1,136273.880215998,77.8532458841,1750.3943,46,NOT_AVAILABLE,0.017926848,100002,0.05483606,-10.3983274608,0.9677846639,8.104587,8.838792,8.61704,689306345,-0.21327509,0.102097236,0.27197623,2015.5,15,-0.5,2.5,4750,1.6357214584098E+018,4857.7354,5073,4919.8433,18,6.66301067581416E-05,15.5540316378
spec-56654-HD120800N003716V01_sp02-051.fits,4830.43522238,3.0033735764,-0.6756569691,0.1860859247,27.4130340481,0.0459918667,0.0318721597,0.0152815776,0.4973408384,181.353398,-1.042743,54.79,363948,false,false,true,0.9691091321,0.1253259851,3.1139289039,20.4238670238,0.2587018414,0.3283840937,-55.8065514465,61.1981402489,0.8112455434,0.064718181,-19.2858273046,27.7955485635,-0.1822327558,0,1.4154238937,60.9567009845,3.6985864510184E+018,Gaia DR2 3698586451018405248,181.3533182929,-1.0427910177,279.6250793046,59.7299636311,181.6563886717,-0.4185072309,1.1701664261,-19.1643412611,-11.3820197837,12.316601,12.791397,11.69928,0.0542651185,0.0403543132,0.0750111741,0.1228585661,0.0726446873,,,,158.90588,0,0,-0.46898624,20,6,173,179,179,31,,1.5601745321,0.0083827525,0.07088507,310.51587,0.4747963,1.0921173,-0.092691936,0.2830997,0.08071476,,,,,200111,0,0.617321,6.472828,7.6079216,7.0403748,26,-0.06910812,15.599895,-0.41306883,0.11204774,105680.902232329,147.8866696875,714.60736,26,1.2256973,223206.045283799,68.2345846136,3271.157,210,0,167902.15110737,118.772537736,1413.6445,26,NOT_AVAILABLE,-0.43178865,100001,-0.6123105,18.3097498756,1.8891010101,2.588171,3.520177,3.4718108,817188941,-0.17617421,0.01699924,0.03352958,2015.5,8,-0.5,3.5,5000,1.6357214584098E+018,5011.215,5844.25,5046,9,0.000093042,15.5998948175
spec-56670-GAC084N44V1_sp07-240.fits,4827.93707219,2.7877861419,-0.0816803157,0.0827214476,28.1725571909,0.0654354123,0.0337043972,0.0154762723,0.4377966262,85.790594,42.114742,31.2900009155,382956,false,true,false,0.762895549,0.1571637677,12.1494487248,50.3502790844,-0.0677917227,0,-0.4985663982,76.5252830317,0.999999896,0.1027237773,-6.9165260318,27.0584670931,0.99561444,0.1235250175,-30.0049714203,30.2738544604,1.92970101768492E+017,Gaia DR2 192970101768491520,85.7906568341,42.114752334,168.4621075942,6.4311904938,86.7041725407,18.7236172907,0.6865892008,2.4551181395,-0.295507976,12.746775,13.427895,11.969606,0.0382238079,0.0362492675,0.0439954571,0.0718596916,0.0590411375,,,,139.80486,0,0,-0.21035786,17,0,149,131,149,31,,1.4934589114,0.0087563281,0.048238147,211.03432,0.6811199,1.4582882,-0.5166427,-0.46263015,0.0975125,,,,,200111,0,0.7771683,13.837445,16.737635,15.2875395,18,-0.06936263,15.605911,0.25080827,0.17491111,58802.7017486119,104.7748783057,561.229,16,1.263069,150188.466900858,45.9084328851,3271.4788,146,0,130895.69703665,108.8614434707,1202.4064,16,NOT_AVAILABLE,0.08054658,100001,-0.18561578,-47.1963277023,1.1440785151,5.7316074,6.3264604,6.025357,1667927550,0.13798879,0.25069934,-0.33764327,2015.5,9,0,3,5000,1.6357214584098E+018,4537.643,4767.3003,4649.64,11,4.77423984088892E-05,15.6059112931
spec-56618-GAC105N47V1_sp03-120.fits,4902.03241478,2.7343350686,-0.2566916473,0.0730618109,30.8064555304,0.072954066,0.0374798922,0.0174740415,0.4092474322,104.35069,47.430383,33.7400016785,315007,true,false,false,1.0211578653,0.0317172109,45.1398247821,23.3261354213,0.8436391592,0.2415635384,-21.2283800377,42.2928657672,0.8965260284,0.0878010633,26.8150345409,29.1975757228,0.8913889827,0.1137467552,8.9496785044,34.9204568426,9.78502062378901E+017,Gaia DR2 978502062378900736,104.3507095855,47.4303631927,169.1804016947,20.5778605192,100.6197315632,24.518747735,0.4029212507,0.909541537,-0.248065786,14.075314,14.586237,13.429859,0.0254101033,0.025445494,0.0257969032,0.0454456823,0.0433828103,,,,96.49493,0,0,-2.951733,17,1,146,0,147,31,,1.5217850739,0.0060528181,0.061158653,55.829617,0.5109234,1.1563778,-0.22387953,-0.60699725,0.2540855,,,,,200111,0,0.6454544,10.083254,13.967152,12.025203,17,-0.07759799,15.618978,0.10574188,0.35370407,20233.0155345827,69.3556804592,291.7283,14,1.2299489,44179.4882304384,23.9537182512,1844.3687,146,0,34105.4989423483,61.1719311709,557.5351,12,NOT_AVAILABLE,-0.24834186,100001,-0.3394995,,,4.6161823,4.8772326,4.732151,802612706,0.025131576,0.37786147,-0.43898723,2015.5,0,,,,1.6357214584098E+018,4867.015,5002.74,4941.06,11,2.38300605980975E-05,15.6189775019
spec-56618-GAC105N47V1_sp03-120.fits,4902.03241478,2.7343350686,-0.2566916473,0.0730618109,30.8064555304,0.072954066,0.0374798922,0.0174740415,0.4092474322,104.35069,47.430383,33.74,315007,false,false,true,1.0211578653,0.0317172109,45.1398247821,23.3261354213,0.8436391592,0.2415635384,-21.2283800377,42.2928657672,0.8965260284,0.0878010633,26.8150345409,29.1975757228,0.8913889827,0.1137467552,8.9496785044,34.9204568426,9.78502062378901E+017,Gaia DR2 978502062378900736,104.3507095855,47.4303631927,169.1804016947,20.5778605192,100.6197315632,24.518747735,0.4029212507,0.909541537,-0.248065786,14.075314,14.586237,13.429859,0.0254101033,0.025445494,0.0257969032,0.0454456823,0.0433828103,,,,96.49493,0,0,-2.951733,17,1,146,0,147,31,,1.5217850739,0.0060528181,0.061158653,55.829617,0.5109234,1.1563778,-0.22387953,-0.60699725,0.2540855,,,,,200111,0,0.6454544,10.083254,13.967152,12.025203,17,-0.07759799,15.618978,0.10574188,0.35370407,20233.0155345827,69.3556804592,291.7283,14,1.2299489,44179.4882304384,23.9537182512,1844.3687,146,0,34105.4989423483,61.1719311709,557.5351,12,NOT_AVAILABLE,-0.24834186,100001,-0.3394995,,,4.6161823,4.8772326,4.732151,802612706,0.025131576,0.37786147,-0.43898723,2015.5,0,,,,1.6357214584098E+018,4867.015,5002.74,4941.06,11,2.38300605980975E-05,15.6189775019
spec-56287-GAC101N22V3_sp08-135.fits,4944.55948342,2.8128451599,0.0771428714,0.0423065559,18.1011825373,0.0452214304,0.0207781567,0.0095383118,0.6261733962,102.7857,21.582318,45.5800018311,136560,false,true,false,-0.0752998841,0,45.1397977644,57.9090545141,-0.0422637497,0,-55.8065464,53.0419665382,0.8188783618,0.0832087146,26.9145588943,2.43833988412405E-08,0.8366094948,0.0904125393,4.4424882961,35.2852631568,3.37837224798478E+018,Gaia DR2 3378372247984784128,102.785683422,21.5823158194,193.5071755787,9.593798752,101.8789670534,-1.3312695247,0.6487124033,0.9518156213,-4.5881540763,11.886466,12.4213,11.232806,0.0362613892,0.0339814239,0.0414557167,0.0705190741,0.0585969816,,,,140.00555,0,0,-0.25756922,17,0,150,150,150,31,,1.523271714,0.0095976898,0.045428764,327.20914,0.5348339,1.1884937,-0.440143,-0.2785846,0.18368179,,,,,200111,0,0.6536598,32.096825,38.63582,35.36632,17,0.009083941,15.648322,0.0047253696,0.05291242,148605.587029347,288.8867588044,514.4078,17,1.2258286,331711.127448605,83.0906768646,3992.1582,148,0,258015.418854209,299.7080076861,860.8893,16,NOT_AVAILABLE,0.07662519,100001,-0.19868623,6.5108410619,0.7500268502,7.9708877,8.527806,8.325164,1254875348,0.24979776,0.23431027,-0.17677622,2015.5,8,0,3,5000,1.6357214584098E+018,4820.09,4985.635,4878.4,11,1.55691394943605E-05,15.6483219913
spec-56580-VB011N44V1_sp01-196.fits,4796.46618343,2.6257116662,-0.7028599838,0.2063512401,24.6940552736,0.0501877695,0.0309560281,0.0166843907,0.5142114441,12.440378,42.600292,57.25,267103,false,true,false,-0.1209356085,0,-14.1978618247,74.3670637947,-0.0016775406,0,-55.806549875,71.3041729012,1.020444381,0.0178385154,-5.7830352806,14.7498878017,0.9748372033,0.0891436399,-3.8083262791,20.8415186156,3.75402685955325E+017,Gaia DR2 375402685955324800,12.440379884,42.6002969885,122.6030570621,-20.2703825641,29.9837852302,33.9140598368,0.349435913,0.3461204185,2.8917494268,13.369439,13.912483,12.688674,0.0180075401,0.0159820529,0.0223249071,0.037296015,0.0367213093,0.048,1.681,0.509,128.58676,0,6.82142855250332E-16,-4.9698806,25,1,222,0,223,31,,1.526257179,0.0051253626,0.04911011,110.05306,0.5430441,1.2238092,-0.18296741,-0.5741378,-0.2784844,,0.027,1.265,0.248,200111,0,0.68076515,25.77746,36.17928,30.97837,25,-0.0070607336,15.652289,0.3086608,0.020038338,37632.3895827767,45.9441441769,819.09,23,1.2421161,84639.0570485213,19.4043794838,4361.8535,221,1,67499.1446545961,49.6205192791,1360.3071,24,NOT_AVAILABLE,0.21669792,100002,0.04724909,,,7.276847,7.8281517,7.7416673,993518195,0.31684655,-0.12481441,-0.23524064,2015.5,0,,,,1.6357214584098E+018,4867,5048,4894.11,12,5.17770224282344E-06,15.6522896796
spec-56641-GAC084N47V2_sp15-247.fits,4326.81793557,1.8276824291,0.2076174107,0.0543133379,10.4869414921,0.0298196384,0.0158819018,0.0072811403,0.7103858275,83.337396,48.524044,45.3100013733,343323,false,true,false,-0.0887583168,0,45.1398337374,44.4444852827,-0.0510159026,0,9.342470882,2.41509641877051E-09,1.0258977685,0.0395212495,-3.3162615038,30.592774845,1.0190292758,0.0332634616,-38.520858579,27.0268229795,2.12490831207929E+017,Gaia DR2 212490831207928960,83.3374623473,48.524025379,162.0461317285,8.3178363579,85.1284573979,25.1973496562,0.5204297987,7.0015756499,-4.2616648192,11.578754,12.498867,10.656341,0.0330270483,0.0285986311,0.0332331559,0.0623441222,0.0499754315,0.6232,1.3271,0.9395,524.85803,0,0,10.809411,27,21,220,241,241,31,,1.404777593,0.0061897031,0.046581157,393.2123,0.9201126,1.8425264,-0.16602659,-0.6863361,0.1009249,,0.295,0.6621,0.4387,200111,0,0.9224138,92.35257,112.6281,102.49033,27,-0.045568142,15.659957,0.13414,0.18464155,138359.373244833,266.2588410592,519.64233,25,1.3104627,440397.354034485,254.4977902428,1730.4565,213,0,438764.956714358,449.4507380838,976.2248,25,NOT_AVAILABLE,-0.11563063,100001,-0.22017094,-38.8025450455,0.2150429831,19.655611,22.398287,20.34419,18598274,0.07942356,0.15376458,-0.60154897,2015.5,11,0,3,4500,1.6357214584098E+018,3880.5176,4142.4165,4071.71,13,4.77248068218227E-05,15.6599571905
spec-56675-VB081N07V3_sp07-079.fits,4447.70009955,2.1975932952,-0.0922284204,0.0503800419,12.1280671373,0.0313911508,0.0172410725,0.0081971825,0.6388602185,83.29524,5.329662,55.6300010681,390696,false,true,false,-0.1483884027,0,22.2629374023,39.939168096,-0.0731564637,0,-6.5760545242,35.2627362758,0.8750490656,0.0901118023,9.5773538313,33.8029098734,0.9175422414,0.0887380368,-32.7515534133,25.8945978828,3.23686520456789E+018,Gaia DR2 3236865204567894016,83.2952101907,5.3295893995,198.8870212311,-14.7370062618,82.9812501731,-17.9464835289,0.7102683195,1.1366295071,-5.3042406379,11.306634,12.12394,10.442262,0.0483520628,0.0417528943,0.0453255483,0.0899156789,0.0732063034,0.5809,1.2231,0.8307,354.6423,0,0,9.451407,17,9,139,148,148,31,,1.4505499124,0.0097207518,0.068172276,490.97696,0.8173065,1.6816788,-0.25303707,-0.56002,0.45587555,,0.296,0.6323,0.384,200111,0,0.86437225,61.465553,73.62611,67.54583,17,-0.16793072,15.670375,-0.0005248616,0.16162883,195424.514160757,321.075700933,608.6556,17,1.2898029,565838.885144945,437.6035161567,1293.04,143,0,534396.133331339,807.7887090014,661.5543,17,NOT_AVAILABLE,-0.47688767,100001,-0.58157104,,,15.020898,17.197275,15.921495,432337882,0.11796052,0.528365,-0.4303614,2015.5,0,,,,1.6357214584098E+018,3990.2136,4269.51,4147,10,7.84331426835998E-05,15.6703745711
spec-56580-HD022250N412346V01_sp08-155.fits,5247.31543119,3.5057593751,-0.200929481,0.0820178283,22.5517077314,0.039698438,0.0247431126,0.0116148784,0.3786507345,36.150814,40.73014,58.7799987793,265681,false,true,false,0.7643456149,0.0994286987,45.1398346677,29.9101914662,0.2770437333,0.3253447342,-18.7321081865,56.8870634261,1.0115671976,0.0155154125,-3.0413107977,12.8739988488,0.8832870226,0.0693311783,8.9497224564,22.8436330605,3.38264035028127E+017,Gaia DR2 338264035028127232,36.1508697688,40.7301096612,141.3824451512,-18.7800327929,47.5823431367,24.8873278395,0.636329609,9.2062444812,-7.0048171999,13.697204,14.122983,13.127141,0.0360529932,0.0243674017,0.0404607368,0.0498424538,0.0525191692,,,,77.44958,0,0,-2.481887,13,0,116,0,116,31,,1.5558473768,0.0083666635,0.055733435,80.13504,0.42577934,0.995842,-0.2899401,0.12025862,0.17254105,,,,,200111,0,0.57006264,5.440425,7.2813683,6.3608966,15,-0.04611282,15.727089,0.028987864,-0.065283746,31000.034536689,41.2665659669,751.2143,15,1.2155219,62584.2418132392,23.7133845909,2639.1948,133,0,45072.4847204063,66.6311361699,676.4478,15,NOT_AVAILABLE,0.15603134,100001,-0.23447528,,,2.48873,3.1290822,2.9496,59672627,0.7112683,0.095619455,-0.21573998,2015.5,0,,,,1.6357214584098E+018,5182,5810.547,5337.3335,9,5.20235035987861E-05,15.7270890084
spec-56658-GAC067N27B1_sp09-042.fits,4852.68431197,2.4057217153,-0.681949763,0.1437087546,16.1910063436,0.0394847873,0.0212072572,0.0113597857,0.8665462498,68.34382,27.963919,72.4100036621,366107,false,true,false,1.0155473608,0.0205546695,7.9779855528,14.4713936079,0.3951423633,0.3266472039,-13.8373330299,29.5304107026,0.889911549,0.0822771972,-62.0448583468,26.3859801706,0.8139649003,0.0970211477,8.9497222034,34.2412092189,1.51949075281446E+017,Gaia DR2 151949075281446400,68.3438143682,27.9639275161,171.3585509777,-13.3911364413,70.8698717856,5.9515109685,0.5944580865,-0.4330298832,-0.5354248478,13.893991,14.934183,12.890677,0.03519072,0.023705813,0.0377740265,0.0697802822,0.0560938188,1.6076,1.9521,1.7705,202.42003,0.0915325668,1.6268870116,2.4411516,19,0,161,0,161,31,,1.3769425634,0.0060611638,0.07457003,42.639446,1.0401917,2.0435057,-0.14297712,-0.55526704,-0.09656859,,0.791,0.9698,0.8688,200111,0,1.003314,7.5038223,10.080555,8.792189,21,0.022996867,15.737218,0.12279045,0.095444925,14685.2755105232,40.6231817381,361.49988,21,1.3546402,52209.5267048435,16.9402233466,3081.9858,178,0,56039.8496442249,54.9418289881,1019.98517,21,NOT_AVAILABLE,0.21918842,100001,0.13378844,,,4.8037252,6.7723303,5.6876416,988003501,0.3816002,-0.017400749,-0.30324253,2015.5,0,,,,1.6357214584098E+018,3819.28,4534.835,4167.585,10,9.86241978206072E-06,15.7372179135
spec-56658-GAC067N27B1_sp09-042.fits,4852.68431197,2.4057217153,-0.681949763,0.1437087546,16.1910063436,0.0394847873,0.0212072572,0.0113597857,0.8665462498,68.34382,27.963919,72.41,366107,false,false,true,1.0155473608,0.0205546695,7.9779855528,14.4713936079,0.3951423633,0.3266472039,-13.8373330299,29.5304107026,0.889911549,0.0822771972,-62.0448583468,26.3859801706,0.8139649003,0.0970211477,8.9497222034,34.2412092189,1.51949075281446E+017,Gaia DR2 151949075281446400,68.3438143682,27.9639275161,171.3585509777,-13.3911364413,70.8698717856,5.9515109685,0.5944580865,-0.4330298832,-0.5354248478,13.893991,14.934183,12.890677,0.03519072,0.023705813,0.0377740265,0.0697802822,0.0560938188,1.6076,1.9521,1.7705,202.42003,0.0915325668,1.6268870116,2.4411516,19,0,161,0,161,31,,1.3769425634,0.0060611638,0.07457003,42.639446,1.0401917,2.0435057,-0.14297712,-0.55526704,-0.09656859,,0.791,0.9698,0.8688,200111,0,1.003314,7.5038223,10.080555,8.792189,21,0.022996867,15.737218,0.12279045,0.095444925,14685.2755105232,40.6231817381,361.49988,21,1.3546402,52209.5267048435,16.9402233466,3081.9858,178,0,56039.8496442249,54.9418289881,1019.98517,21,NOT_AVAILABLE,0.21918842,100001,0.13378844,,,4.8037252,6.7723303,5.6876416,988003501,0.3816002,-0.017400749,-0.30324253,2015.5,0,,,,1.6357214584098E+018,3819.28,4534.835,4167.585,10,9.86241978206072E-06,15.7372179135
spec-56257-GAC089N38V1_sp15-126.fits,4835.59665857,2.6467688056,0.0612949361,0.0278413569,20.224535782,0.0515908905,0.0246523054,0.0094825801,0.3743031139,89.253013,39.249903,30.0100002289,109599,false,true,false,-0.0504269301,0,13.3954649889,86.5691699963,-0.1309013506,0,9.3424647615,58.9363307112,0.9215690306,0.1878955145,-62.0450480553,3.83928176349538E-07,0.7869102969,0.1867299388,-53.4706417167,84.6438054168,3.45791634368089E+018,Gaia DR2 3457916343680888320,89.2530859833,39.2498652756,172.2854314844,7.2597323167,89.3988650744,15.8121429794,0.7326205546,0.6409991577,-5.2113709108,12.237305,13.243328,11.254807,0.0437905734,0.0387410972,0.0464871736,0.0786066411,0.0617798075,1.3667,2.11,1.57,239.91414,0,1.16225012918325E-15,4.6007648,17,0,152,152,152,31,,1.3795060309,0.0093495667,0.05590741,331.82172,1.0060234,1.9885206,-0.3534166,-0.595119,0.29851392,,0.671,1.0458,0.7765,200111,0,0.9824972,25.16386,30.073864,27.618862,17,-0.1408527,15.759627,0.23474419,0.34117213,69698.5738595417,127.5888460263,546.27484,15,1.3432488,240117.886756147,71.2727281542,3369.001,152,0,252839.508098762,176.5837229963,1431.8392,15,NOT_AVAILABLE,-0.2773882,100001,-0.4202218,-11.6357514752,0.6331722025,9.531725,11.68467,10.388809,1596987709,0.13587445,0.48633638,-0.43249223,2015.5,6,0,3,5000,1.6357214584098E+018,3870.9675,4285.9,4105.3,10,6.79514383320866E-05,15.7596278256
spec-56616-HD231029N411918V01_sp03-220.fits,4706.04139568,2.7154726385,0.1170574006,0.0506567828,16.9121503826,0.0417928763,0.0207302505,0.0102594461,1.8961951565,346.453626,41.584266,40.9399986267,308889,false,true,false,-0.1290901708,0,45.1398364675,57.9587534172,-0.051950254,0,-55.8065482532,55.6721844106,0.8468678845,0.0866803854,4.0401466762,34.3380172938,0.8095425366,0.0876529263,8.9497211718,39.5498023895,1.93066318911656E+018,Gaia DR2 1930663189116556672,346.4536066673,41.5842536341,102.5679484126,-17.0732180733,8.0827670629,42.7376841728,0.3238152607,-4.7709275574,-4.8027900413,13.170283,13.827205,12.403634,0.0147379904,0.0124934155,0.0204988206,0.0279394995,0.0236386889,0.3459,2.0033,0.677,162.85997,0,0,-4.7678347,30,0,262,0,262,31,,1.4941656717,0.0032862178,0.03571966,127.90007,0.6569214,1.4235706,0.17670777,-0.12813601,-0.005108803,,0.1572,0.875,0.317,200111,0,0.76664925,39.90827,56.33911,48.12369,37,-0.028111659,15.796775,-0.10914997,-0.14969738,40707.3843691332,55.6495763711,731.49493,35,1.263491,101679.372010769,30.0007140432,3389.2317,294,1,87763.5955925888,47.0206494917,1866.4905,33,NOT_AVAILABLE,-0.18442264,100002,-0.060488973,-34.8638283371,1.2706694629,10.213293,11.921605,11.139235,1455699446,0.078838505,0.062129866,-0.47966358,2015.5,14,0,3,4500,1.6357214584098E+018,4403,4757,4555,14,1.90268239540326E-05,15.7967751911
spec-56646-VB061N34V1_sp14-211.fits,4868.95557254,2.6542099386,0.0251874274,0.0584914649,10.0296741037,0.0258262099,0.0121636373,0.0061814655,0.6494793989,59.393542,34.869488,86.9300003052,352324,false,true,false,-0.0894053009,0,-14.1978912602,32.17558873,-0.1655301039,0,9.3424708904,1.34948901787615E-09,0.6397788044,0.2161591979,26.9145588707,1.34408121711966E-08,0.7386055573,0.2856641893,8.9497194163,32.1229491671,2.18889915864235E+017,Gaia DR2 218889915864234624,59.3935526294,34.8694646722,160.7863566531,-13.9827204671,64.4877081485,14.1015023061,0.539635543,5.7355170826,-4.1354592294,12.076623,12.76745,11.28776,0.0291627636,0.0150772486,0.034095277,0.0717134922,0.0419931658,,,,547.42706,0,0,5.7503085,43,7,374,381,381,31,,1.4800692693,0.0045738536,0.048791405,363.02274,0.69082737,1.4796906,0.13102284,0.09721619,-0.0031607705,,,,,200111,0,0.7888632,43.18226,52.46547,47.823864,45,0.0021755444,15.827281,0.030856276,0.048795965,108037.613671945,90.5870899898,1192.6381,43,1.2690232,278417.867342985,41.8992423235,6644.938,375,0,245281.120554687,174.5708686376,1405.0519,43,NOT_AVAILABLE,0.12721087,100001,0.32983783,-2.4736795249,1.2185931024,10.319889,12.002918,11.206371,1630781776,0.19538346,0.069198884,-0.24223323,2015.5,12,0,3,5000,1.6357214584098E+018,4381.21,4724.98,4534.245,14,2.49046212232814E-05,15.8272813856
