id_1,cannon_teff_1,cannon_logg_1,cannon_m_h_1,cannon_alpha_m_1,cannon_teff_err_1,cannon_logg_err_1,cannon_m_h_err_1,cannon_alpha_m_err_1,cannon_red_chisq_1,ra_1,dec_1,snrg_1,codeindex_1,id_2,cannon_teff_2,cannon_logg_2,cannon_m_h_2,cannon_alpha_m_2,cannon_teff_err_2,cannon_logg_err_2,cannon_m_h_err_2,cannon_alpha_m_err_2,cannon_red_chisq_2,ra_2,dec_2,snrg_2,codeindex_2,Separation_1,obsid,designation,obsdate,lmjd,mjd,planid,spid,fiberid,ra_obs,dec_obs,snru,snrg,snrr,snri,snrz,objtype,class,subclass,z,z_err,magtype,mag1,mag2,mag3,mag4,mag5,mag6,mag7,tsource,fibertype,tfrom,tcomment,offsets,offset_v,ra,dec,Separation,id,Ba_only_candidate,Sr_only_candidate,Ba_Sr_candidate,BA_FE_4554,BA_FE_4554_err,BA_FE_4934,BA_FE_4934_err,SR_FE_4077,SR_FE_4077_err,SR_FE_4215,SR_FE_4215_err
spec-56062-VB3_210N09_V1_sp07-096.fits,4963.86703099,3.16426352343,-0.57370828985,0.170336758324,35.0654308586,0.0622512692466,0.0390515480535,0.0212967431876,0.5187673505185801,212.39738,8.181677,37.79,74993,spec-56062-VB3_210N09_V1_sp07-096.fits,4963.86703099,3.16426352343,-0.57370828985,0.170336758324,35.0654308586,0.0622512692466,0.0390515480535,0.0212967431876,0.5187673505185801,212.39738,8.181677,37.79,74993,0.0,50807096,J140935.37+081054.0,2012-05-14,56062,56061,VB3_210N09_V1,7,96,212.39738,8.181677,4.5,37.79,82.11,99.87,69.35,Star,STAR,G7,6.4E-5,5.0E-5,brijhk,13.33,12.22,12.26,11.35,11.2,10.76,10.67,PILOT,Obj,-,VB1402+0941_V1,0,0.0,212.39738,8.181677,0.0,spec-56062-VB3_210N09_V1_sp07-096.fits,false,false,true,1.0307596143885407,0.03184414886991484,1.0077693338446498,0.03986163023142011,0.9285827869354599,0.10419790909275996,0.702329750498859,0.735555150949223
spec-56063-B5606304_sp14-097.fits,4904.05635815,2.99620912323,-0.367885154617,0.14908886509,25.8846050048,0.0536250355427,0.0293714961873,0.0173583836105,0.5358890054918259,255.6396059,16.9096948,46.54,76169,spec-56063-B5606304_sp14-097.fits,4904.05635815,2.99620912323,-0.367885154617,0.14908886509,25.8846050048,0.0536250355427,0.0293714961873,0.0173583836105,0.5358890054918259,255.6396059,16.9096948,46.54,76169,0.0,51214097,J170233.50+165434.9,2012-05-15,56063,56062,B5606304,14,97,255.6396059,16.9096948,4.03,46.54,59.31,99.54,68.43,Star,STAR,G5,-9.7E-5,5.1E-5,RJHKBR2I,14.62,12.77,12.32,12.19,14.96,13.51,12.69,HJL_B,Obj,-,Dol_Dzim7_B_8759,0,0.0,255.6396059,16.9096948,0.0,spec-56063-B5606304_sp14-097.fits,false,true,false,0.9081303725086189,0.12563684960805918,0.8192438414301354,0.16913945146609985,0.9149881628298717,0.08560406509259263,0.7695624620767907,0.10026668855826074
spec-56096-VB3_235N52_V2_sp06-053.fits,5192.67379661,3.34936937394,-0.369195386114,0.110217365921,22.2642275878,0.0419734347555,0.0246569837298,0.0127710109625,0.7388629766195229,239.04427,52.234257,56.1,80418,spec-56096-VB3_235N52_V2_sp06-053.fits,5192.67379661,3.34936937394,-0.369195386114,0.110217365921,22.2642275878,0.0419734347555,0.0246569837298,0.0127710109625,0.7388629766195229,239.04427,52.234257,56.1,80418,0.0,53106053,J155610.62+521403.3,2012-06-17,56096,56095,VB3_235N52_V1,6,53,239.04427,52.234257,7.27,61.31,114.61,164.37,140.22,Star,STAR,F9,-6.7E-5,6.3E-5,brijhk,99.0,11.63,99.0,99.0,10.4,9.99,9.9,PILOT,Obj,-,VB1542+5221_V1,0,0.0,239.04427,52.234257,0.0,spec-56096-VB3_235N52_V2_sp06-053.fits,false,false,true,1.0108126537293862,0.02219094319745376,0.8122044807837212,0.15800843570628884,0.9077515967767423,0.07297098334509258,-0.1663456300358927,0.0
spec-56199-EG000313N173308V_1_sp05-020.fits,5200.43953098,3.40465097437,-0.406730148348,0.0864772346223,35.9881533968,0.0588375601764,0.0402813195751,0.0173656886331,0.3334842326753535,1.015834,16.049211,42.39,81872,spec-56199-EG000313N173308V_1_sp05-020.fits,5200.43953098,3.40465097437,-0.406730148348,0.0864772346223,35.9881533968,0.0588375601764,0.0402813195751,0.0173656886331,0.3334842326753535,1.015834,16.049211,42.39,81872,0.0,54905020,J000403.80+160257.1,2012-09-28,56199,56198,EG000313N173308V_1,5,20,1.015834,16.049211,5.37,42.39,57.46,37.03,34.12,Star,STAR,G7,-1.18E-4,6.0E-5,gribvjh,12.48,11.88,11.64,12.93,12.11,10.67,10.3,LiuChao,Obj,-,123080421,0,0.0,1.015834,16.049211,0.0,spec-56199-EG000313N173308V_1_sp05-020.fits,false,false,true,1.018379606958601,0.030488758644466537,0.8175531558809487,0.2302308950805747,0.9331202623782598,0.08323824773286224,0.1035847114532486,4.299889782952545
spec-56232-EG222123N071107B01_sp09-084.fits,4787.64488761,3.05424699905,-0.162151249793,0.136306703061,19.3905646818,0.0396822600118,0.0223555480437,0.012087591853,0.5294853122640982,336.1636,8.514354,47.66,99880,spec-56232-EG222123N071107B01_sp09-084.fits,4787.64488761,3.05424699905,-0.162151249793,0.136306703061,19.3905646818,0.0396822600118,0.0223555480437,0.012087591853,0.5294853122640982,336.1636,8.514354,47.66,99880,0.0,75509084,J222439.26+083051.6,2012-10-31,56232,56231,EG222123N071107B01,9,84,336.1636,8.514354,4.69,47.66,123.42,151.46,109.76,Star,STAR,K0,-8.0E-6,4.3E-5,gribvjh,14.35,13.54,13.22,14.89,13.86,12.0,11.54,LEGUE_LCH,Obj,UCAC4,112707100,0,0.0,336.1636,8.514354,0.0,spec-56232-EG222123N071107B01_sp09-084.fits,false,false,true,0.8392988195658891,0.10153685565596945,-0.10649896027170785,0.0,0.8046613089144432,0.0700866177172362,0.5317180472699533,0.4456898559695906
spec-56232-EG222123N071107B01_sp10-032.fits,5217.59744391,3.20346335965,-0.712513097351,0.150933398726,29.9110000788,0.0549256335532,0.0357413209051,0.0184332179183,0.5166989562985572,333.725183,6.297265,51.74,99893,spec-56232-EG222123N071107B01_sp10-032.fits,5217.59744391,3.20346335965,-0.712513097351,0.150933398726,29.9110000788,0.0549256335532,0.0357413209051,0.0184332179183,0.5166989562985572,333.725183,6.297265,51.74,99893,0.0,75510032,J221454.04+061750.1,2012-10-31,56232,56231,EG222123N071107B01,10,32,333.725183,6.297265,8.91,51.74,72.94,97.82,78.85,Star,STAR,G7,-3.84E-4,6.7E-5,gribvjh,14.16,13.63,13.43,14.57,13.81,12.37,12.0,LEGUE_LCH,Obj,UCAC4,109624062,0,0.0,333.725183,6.297265,0.0,spec-56232-EG222123N071107B01_sp10-032.fits,false,false,true,1.0077839380739932,0.030530451234731564,1.0107626637246,0.0366493244173688,1.0390902433771758,0.02258595522636612,0.7561927865927139,0.11823254415858615
spec-56255-VB041N35V1_sp12-239.fits,4983.99010997,2.90493537741,-0.740060715727,0.146474403375,23.8227830546,0.0441066686392,0.0280517234837,0.0147886374303,0.5318863895491234,42.134281,37.397537,68.73,107872,spec-56255-VB041N35V1_sp12-239.fits,4983.99010997,2.90493537741,-0.740060715727,0.146474403375,23.8227830546,0.0441066686392,0.0280517234837,0.0147886374303,0.5318863895491234,42.134281,37.397537,68.73,107872,0.0,82212239,J024832.22+372351.1,2012-11-23,56255,56254,VB041N35V1,12,239,42.134281,37.397537,9.71,68.73,144.13,179.31,140.97,Star,STAR,G6,-1.37E-4,6.5E-5,brijhk,11.76,11.42,99.0,11.8,10.26,9.89,9.77,PILOT,Obj,SDSS,VB0244+3506_V1,0,0.0,42.134281,37.397537,0.0,spec-56255-VB041N35V1_sp12-239.fits,false,false,true,1.0222217220946077,0.021529628677020858,0.8875371990524963,0.16861756952373752,0.8289130860900744,0.06544858969675607,-0.04655354066643319,0.0
spec-56258-GAC105N15V2_sp15-151.fits,4471.3973794,1.71924503807,0.00327672512699,0.0261171380346,8.64769965777,0.0267417219591,0.0137615044568,0.00666836539626,1.179437012530531,104.58767,16.892311,49.81,113860,spec-56258-GAC105N15V2_sp15-151.fits,4471.3973794,1.71924503807,0.00327672512699,0.0261171380346,8.64769965777,0.0267417219591,0.0137615044568,0.00666836539626,1.179437012530531,104.58767,16.892311,49.81,113860,0.0,84215151,J065821.04+165332.3,2012-11-26,56258,56257,GAC105N15V2,15,151,104.58767,16.892311,1.38,49.81,204.43,295.21,254.01,Star,STAR,G5,1.9E-5,3.5E-5,ugrijhk,99.0,99.0,99.0,99.0,9.39,8.72,8.55,PILOT,Obj,SDSS,XY0700+1532_V2,0,0.0,104.58767,16.892311,0.0,spec-56258-GAC105N15V2_sp15-151.fits,true,false,false,0.8177783201825919,0.09548468717351345,0.834396626697905,0.11391802144734539,0.9526356336693526,0.10506238144651688,1.2729842101763333,0.016804138083687054
spec-56258-GAC105N15V3_sp07-145.fits,5028.27270039,2.71147787803,-0.308295833755,0.00155149384313,24.2235722054,0.0588990347903,0.0289302356093,0.00934667656295,0.3487618488368873,107.17708,14.299709,42.12,114234,spec-56258-GAC105N15V3_sp07-145.fits,5028.27270039,2.71147787803,-0.308295833755,0.00155149384313,24.2235722054,0.0588990347903,0.0289302356093,0.00934667656295,0.3487618488368873,107.17708,14.299709,42.12,114234,0.0,84307145,J070842.49+141758.9,2012-11-26,56258,56257,GAC105N15V3,7,145,107.17708,14.299709,7.29,42.12,75.02,96.33,73.8,Star,STAR,G5,1.62E-4,4.8E-5,ugrijhk,99.0,0.0,11.63,0.0,10.44,10.0,9.93,PILOT,Obj,SDSS,XY0700+1532_V3,0,0.0,107.17708,14.299709,0.0,spec-56258-GAC105N15V3_sp07-145.fits,false,false,true,0.8890159972561784,0.1514419578216755,-0.10378611182632144,0.0,0.8060397720194549,0.08408506465254315,0.794380323220618,0.10683439335478317
spec-56258-HD094623N014708B01_sp04-029.fits,5005.74626199,3.27098259653,-0.116302381588,0.0993970721651,24.2800309572,0.0489181197944,0.0263573122605,0.0139838662516,0.5516906647273233,146.511904,2.13665,41.03,115291,spec-56258-HD094623N014708B01_sp04-029.fits,5005.74626199,3.27098259653,-0.116302381588,0.0993970721651,24.2800309572,0.0489181197944,0.0263573122605,0.0139838662516,0.5516906647273233,146.511904,2.13665,41.03,115291,0.0,84504029,J094602.85+020811.9,2012-11-26,56258,56257,HD094623N014708B01,4,29,146.511904,2.13665,3.72,41.03,101.13,133.24,111.8,Star,STAR,G5,9.1E-5,5.3E-5,gribvjh,13.55,12.68,12.42,14.08,13.03,11.27,10.76,LEGUE_LCH,Obj,UCAC4,104512740,0,0.0,146.511904,2.13665,0.0,spec-56258-HD094623N014708B01_sp04-029.fits,false,false,true,0.8951978927522461,0.11804488740064366,0.8964735369541302,0.1623864533012264,0.9556029952692716,0.080609292073307,0.12079318229804521,5.925101523286955
spec-56258-VB044N43V1_sp15-134.fits,4490.08686505,1.65458281995,0.259861226426,-0.0374690263125,7.33269925573,0.0234530178572,0.0116981499396,0.0051810961235,2.496676685400226,45.101791,44.386383,48.81,115673,spec-56258-VB044N43V1_sp15-134.fits,4490.08686505,1.65458281995,0.259861226426,-0.0374690263125,7.33269925573,0.0234530178572,0.0116981499396,0.0051810961235,2.496676685400226,45.101791,44.386383,48.81,115673,0.0,84715134,J030024.42+442310.9,2012-11-26,56258,56257,VB044N43V1,15,134,45.101791,44.386383,0.0,48.81,230.08,305.56,302.81,Star,STAR,G5,-2.7E-5,3.3E-5,brijhk,10.22,10.18,99.0,10.65,8.25,7.59,7.4,PILOT,Obj,SDSS,VB0258+4321_V1,0,0.0,45.101791,44.386383,0.0,spec-56258-VB044N43V1_sp15-134.fits,false,false,true,0.9653041241366604,0.09491169397189446,0.5924539967845907,0.7034962110469283,1.200875090390708,0.11827656416073834,0.16837827551979184,17.657468895456677
spec-56258-VB054N40V2_sp14-224.fits,4531.25205394,2.28054024664,0.13429741804,0.00505054513408,16.3220064081,0.0443481880673,0.0225295179759,0.00994522568007,0.4405593354916878,51.980983,40.72047,34.14,116317,spec-56258-VB054N40V2_sp14-224.fits,4531.25205394,2.28054024664,0.13429741804,0.00505054513408,16.3220064081,0.0443481880673,0.0225295179759,0.00994522568007,0.4405593354916878,51.980983,40.72047,34.14,116317,0.0,84914224,J032755.43+404313.6,2012-11-26,56258,56257,VB054N40V2,14,224,51.980983,40.72047,1.83,34.14,60.85,67.74,66.79,Star,STAR,G5,-5.3E-5,3.4E-5,ugrijhk,99.0,99.0,99.0,99.0,9.52,8.9,8.75,PILOT,Obj,SDSS,VB0337+4005_V2,0,0.0,51.980983,40.72047,0.0,spec-56258-VB054N40V2_sp14-224.fits,false,false,true,0.48261692499054165,1.9819983286729042,-0.11181679986473522,0.0,1.008482413393978,0.041970086215310336,0.8488913136798985,0.14391873687291729
spec-56265-EG012217N184057B01_sp15-097.fits,4897.15425701,2.76928246688,-0.540234988829,0.113035376899,37.3412571466,0.082109890497,0.0449618066567,0.0221813339715,0.29366225855670103,19.830029,19.874167,30.52,117834,spec-56265-EG012217N184057B01_sp15-097.fits,4897.15425701,2.76928246688,-0.540234988829,0.113035376899,37.3412571466,0.082109890497,0.0449618066567,0.0221813339715,0.29366225855670103,19.830029,19.874167,30.52,117834,0.0,88415097,J011919.20+195227.0,2012-12-03,56265,56264,EG012217N184057B01,15,97,19.830029,19.874167,3.57,30.52,61.91,81.97,60.22,Star,STAR,G5,-1.18E-4,5.8E-5,gribvjh,13.96,13.23,13.0,14.45,13.5,11.86,11.38,LEGUE_LCH,Obj,UCAC4,128133223,0,0.0,19.830029,19.874167,0.0,spec-56265-EG012217N184057B01_sp15-097.fits,false,false,true,0.9640094762447103,0.2191154122130603,0.7435395516894842,0.9380259024855016,0.813564440449188,0.12862262228677357,-0.1346050986362352,0.0
spec-56265-GAC111S00V2_sp09-236.fits,4778.87577123,2.57084515685,0.048348606672,-0.0103181067094,22.2083422896,0.0585308213354,0.0275208713039,0.0107896443638,0.3857669778611422,112.80554,-0.4527193,31.4,119206,spec-56265-GAC111S00V2_sp09-236.fits,4778.87577123,2.57084515685,0.048348606672,-0.0103181067094,22.2083422896,0.0585308213354,0.0275208713039,0.0107896443638,0.3857669778611422,112.80554,-0.4527193,31.4,119206,0.0,88709236,J073113.32-002709.7,2012-12-03,56265,56264,GAC111S00V2,9,236,112.80554,-0.4527193,3.09,31.4,67.19,80.43,66.22,Star,STAR,G5,1.98E-4,4.3E-5,ugrijhk,99.0,13.86,12.85,12.47,11.09,10.58,10.42,PILOT,Obj,SDSS,XY0726+0028_V2,0,0.0,112.80554,-0.4527193,0.0,spec-56265-GAC111S00V2_sp09-236.fits,false,false,true,0.6270535112006913,0.8157435940882951,-0.0034002498013933624,0.0,0.8595342120911407,0.12018902795779657,0.7778263209151277,0.1262834760629667
spec-56266-GAC117N24V1_sp12-143.fits,4591.25286109,2.06493290311,0.00292986982038,0.0413547248923,16.4619006409,0.0474211246149,0.0234400406847,0.0114764365416,0.9053157570696378,118.28965,25.720182,36.99,123335,spec-56266-GAC117N24V1_sp12-143.fits,4591.25286109,2.06493290311,0.00292986982038,0.0413547248923,16.4619006409,0.0474211246149,0.0234400406847,0.0114764365416,0.9053157570696378,118.28965,25.720182,36.99,123335,0.0,89912143,J075309.51+254312.6,2012-12-04,56266,56265,GAC117N24V1,12,143,118.28965,25.720182,1.6,36.99,65.3,57.45,49.5,Star,STAR,G5,7.9E-5,3.7E-5,ugrijhk,99.0,99.0,99.0,99.0,10.2,9.62,9.51,PILOT,Obj,SDSS,XY0750+2409_V1,0,0.0,118.28965,25.720182,0.0,spec-56266-GAC117N24V1_sp12-143.fits,false,false,true,1.0136858350738929,0.026000368975713464,0.9410207351878163,0.16307934623227388,0.9368644929531402,0.12683978555343914,0.9091450422837046,0.13903577992696337
spec-56266-M31007N41B1_sp03-046.fits,5074.96288297,3.30037487148,-0.316861390979,0.0982658469441,33.5907895589,0.0615697336628,0.0378837002228,0.0183688233405,0.33063569855004155,6.4066253,41.189937,36.2,123830,spec-56266-M31007N41B1_sp03-046.fits,5074.96288297,3.30037487148,-0.316861390979,0.0982658469441,33.5907895589,0.0615697336628,0.0378837002228,0.0183688233405,0.33063569855004155,6.4066253,41.189937,36.2,123830,0.0,90103046,J002537.59+411123.7,2012-12-04,56266,56265,M31007N41B1,3,46,6.4066253,41.189937,6.92,36.2,57.19,87.89,72.04,Star,STAR,G7,-4.2E-5,5.1E-5,ugrizjh,99.0,15.37,14.65,14.39,99.0,99.0,99.0,PILOT,Obj,SDSS,XY0030+4131_B1,0,0.0,6.4066253,41.189937,0.0,spec-56266-M31007N41B1_sp03-046.fits,true,false,false,1.0119988934669353,0.03115761098626199,0.9999998525431109,0.23164731668487348,0.783911212409758,0.07938647575983382,-0.06252360103783444,0.0
spec-56267-GAC104N42V1_sp07-014.fits,4974.01895431,3.21092453479,-0.331216889837,0.0612192693786,33.3815736541,0.0608646508647,0.0373715553875,0.0148768511988,0.27346443612206706,106.22482,40.43494,37.18,124614,spec-56267-GAC104N42V1_sp07-014.fits,4974.01895431,3.21092453479,-0.331216889837,0.0612192693786,33.3815736541,0.0608646508647,0.0373715553875,0.0148768511988,0.27346443612206706,106.22482,40.43494,37.18,124614,0.0,90507014,J070453.95+402605.7,2012-12-05,56267,56266,GAC104N42V1,7,14,106.22482,40.43494,4.54,37.18,70.14,89.23,70.6,Star,STAR,G9,1.2E-4,5.3E-5,ugrijhk,99.0,99.0,99.0,99.0,11.68,11.21,11.12,PILOT,Obj,SDSS,XY0659+4218_V1,0,0.0,106.22482,40.43494,0.0,spec-56267-GAC104N42V1_sp07-014.fits,false,false,true,0.9639439506352004,0.14800608423459657,0.06413683402054844,0.8293119545915117,0.9236873295654723,0.09098298511835216,0.28233298433821086,2.481875034387643
spec-56280-HD094610N064230B_sp10-247.fits,5026.4565803,3.210929503,-0.636214936611,0.161887406326,22.8869913801,0.037887500613,0.0260123352845,0.0134461824422,1.1262516124729693,144.911963,6.530432,73.12,129355,spec-56280-HD094610N064230B_sp10-247.fits,5026.4565803,3.210929503,-0.636214936611,0.161887406326,22.8869913801,0.037887500613,0.0260123352845,0.0134461824422,1.1262516124729693,144.911963,6.530432,73.12,129355,0.0,92210247,J093938.87+063149.5,2012-12-18,56280,56279,HD094610N064230B,10,247,144.911963,6.530432,14.88,73.12,96.59,137.62,110.92,Star,STAR,G7,-1.49E-4,5.6E-5,gribvjh,12.39,11.75,11.54,12.89,12.0,10.54,10.09,LEGUE_LCH,Obj,UCAC4,109960938,0,0.0,144.911963,6.530432,0.0,spec-56280-HD094610N064230B_sp10-247.fits,true,false,false,1.0411237661420762,0.017527635661016873,1.0415234725397027,0.023310204611772894,0.9004943537161819,0.05105718244244154,-0.0549990348362101,0.0
spec-56285-GAC122S06V1_sp01-169.fits,4012.51508095,1.24500706802,-0.22008288493,0.014222400782,11.339122697,0.0322753808117,0.0195687790413,0.00825718281247,2.030110972037846,122.61562,-8.602105,33.4,131979,spec-56285-GAC122S06V1_sp01-169.fits,4012.51508095,1.24500706802,-0.22008288493,0.014222400782,11.339122697,0.0322753808117,0.0195687790413,0.00825718281247,2.030110972037846,122.61562,-8.602105,33.4,131979,0.0,93601169,J081027.74-083607.5,2012-12-23,56285,56284,GAC122S06V1,1,169,122.61562,-8.602105,0.0,33.4,92.71,143.86,127.88,Star,STAR,K7,2.8E-5,3.2E-5,ugrijhk,99.0,99.0,99.0,99.0,9.7,8.92,8.62,PILOT,Obj,SDSS,XY0810-0644_V1,0,0.0,122.61562,-8.602105,0.0,spec-56285-GAC122S06V1_sp01-169.fits,false,false,true,0.8496076926371541,0.12037901502288481,-0.06390180946669982,0.0,1.0801307366980055,0.07394874099074956,0.5294629906823347,1.1145649730754739
spec-56285-GAC122S06V2_sp01-132.fits,4924.94565306,3.32025511605,-0.526661022088,0.210328006398,37.3804368356,0.0587139042069,0.0411470411708,0.0180453268178,0.3147912032128852,123.05702,-8.5404428,35.06,132642,spec-56285-GAC122S06V2_sp01-132.fits,4924.94565306,3.32025511605,-0.526661022088,0.210328006398,37.3804368356,0.0587139042069,0.0411470411708,0.0180453268178,0.3147912032128852,123.05702,-8.5404428,35.06,132642,0.0,93701132,J081213.68-083225.5,2012-12-23,56285,56284,GAC122S06V2,1,132,123.05702,-8.5404428,4.18,35.06,76.32,92.16,68.99,Star,STAR,G8,5.64E-4,5.5E-5,ugrijhk,99.0,13.52,12.91,0.0,11.65,11.2,11.12,PILOT,Obj,SDSS,XY0810-0644_V2,0,0.0,123.05702,-8.5404428,0.0,spec-56285-GAC122S06V2_sp01-132.fits,false,false,true,1.030112399406919,0.03263271200762576,0.5253634474793683,0.5955194728108332,0.819660010772192,0.11060658041851347,0.6685883404927352,0.7335426058270034
spec-56285-GAC122S06V3_sp03-240.fits,5191.24679303,3.21102918571,-0.566801524349,0.115630646901,42.3124706675,0.0770104075192,0.0498062859861,0.0234699112829,0.68817691625,121.42459,-7.1760464,32.37,133293,spec-56285-GAC122S06V3_sp03-240.fits,5191.24679303,3.21102918571,-0.566801524349,0.115630646901,42.3124706675,0.0770104075192,0.0498062859861,0.0234699112829,0.68817691625,121.42459,-7.1760464,32.37,133293,0.0,93803240,J080541.90-071033.7,2012-12-23,56285,56284,GAC122S06V3,3,240,121.42459,-7.1760464,6.52,32.37,46.11,66.14,52.8,Star,STAR,G7,6.5E-5,6.1E-5,ugrijhk,99.0,13.87,13.26,13.05,12.12,11.73,11.67,PILOT,Obj,SDSS,XY0810-0644_V3,0,0.0,121.42459,-7.1760464,0.0,spec-56285-GAC122S06V3_sp03-240.fits,false,false,true,1.0463799181095221,0.04130790429673003,1.009426626557989,0.055451160759246415,1.022459157750736,0.03032244167021127,0.32747641283161083,2.852286663378047
spec-56285-GAC122S06V3_sp14-154.fits,4087.67597704,1.27150947954,-0.0385236971344,-0.00366067457886,10.4190617184,0.0313566751252,0.0178504206844,0.00766403188067,0.5751920293125546,121.17184,-6.0988093,31.47,133613,spec-56285-GAC122S06V3_sp14-154.fits,4087.67597704,1.27150947954,-0.0385236971344,-0.00366067457886,10.4190617184,0.0313566751252,0.0178504206844,0.00766403188067,0.5751920293125546,121.17184,-6.0988093,31.47,133613,0.0,93614154,J080441.24-060555.7,2012-12-23,56285,56284,GAC122S06V1,14,154,121.17184,-6.0988093,1.01,41.33,98.4,149.24,122.8,Star,STAR,K4,-4.0E-6,3.0E-5,ugrijhk,99.0,0.0,13.4,0.0,99.0,99.0,99.0,PILOT,Obj,SDSS,XY0810-0644_V1,0,0.0,121.17184,-6.0988093,0.0,spec-56285-GAC122S06V3_sp14-154.fits,false,false,true,0.7753542503466132,0.1291421439583022,0.6090625044285763,0.7558561223799849,0.9799029661481046,0.2641546422673149,0.7201312161407754,1.1352066779520562
spec-56287-GAC101N22V3_sp09-157.fits,4758.78437307,2.34988861227,-0.167215313492,0.0325161970107,15.9027363116,0.0440491874868,0.0212199050892,0.00939931133233,0.6795571594503348,102.21789,23.064766,43.31,136599,spec-56287-GAC101N22V3_sp09-157.fits,4758.78437307,2.34988861227,-0.167215313492,0.0325161970107,15.9027363116,0.0440491874868,0.0212199050892,0.00939931133233,0.6795571594503348,102.21789,23.064766,43.31,136599,0.0,95609157,J064852.29+230353.1,2012-12-25,56287,56286,GAC101N22V3,9,157,102.21789,23.064766,4.65,43.31,119.77,118.78,100.11,Star,STAR,G5,1.86E-4,4.5E-5,ugrijhk,99.0,99.0,99.0,99.0,10.44,9.91,9.78,PILOT,Obj,SDSS,XY0647+2211_V3,0,0.0,102.21789,23.064766,0.0,spec-56287-GAC101N22V3_sp09-157.fits,false,true,false,0.8955585238962286,0.13016207090197862,-0.0417972980072161,0.0,0.94137667588456,0.08857083292481135,0.953075413290062,0.10630643069902294
spec-56292-GAC089N16V4_sp05-126.fits,4089.01085111,1.26390341743,-0.199635082789,0.0190429807541,9.67475865761,0.0274292304468,0.0165658094721,0.00701734525054,1.0866091471611774,89.571836,15.127065,38.87,140334,spec-56292-GAC089N16V4_sp05-126.fits,4089.01085111,1.26390341743,-0.199635082789,0.0190429807541,9.67475865761,0.0274292304468,0.0165658094721,0.00701734525054,1.0866091471611774,89.571836,15.127065,38.87,140334,0.0,99105126,J055817.24+150737.4,2012-12-30,56292,56291,GAC089N16V4,5,126,89.571836,15.127065,0.0,38.87,160.82,228.06,242.83,Star,STAR,K4,4.2E-5,3.1E-5,ugrijhk,99.0,13.38,11.88,11.14,9.39,8.56,8.29,PILOT,Obj,SDSS,XY0556+1621_V4,0,0.0,89.571836,15.127065,0.0,spec-56292-GAC089N16V4_sp05-126.fits,false,true,false,0.9613131844613548,0.1152913556432495,-0.0872103484491206,0.0,1.0827357403076139,0.0842054464449519,1.0221273525135157,0.05966942060255693
spec-56293-GAC130N45V1_sp05-204.fits,4966.68625974,3.20549117689,-0.640272127494,0.182940030203,42.2001689782,0.0698153171959,0.0475380111363,0.0241647439169,0.2837480483657048,129.37957,44.364701,33.25,141039,spec-56293-GAC130N45V1_sp05-204.fits,4966.68625974,3.20549117689,-0.640272127494,0.182940030203,42.2001689782,0.0698153171959,0.0475380111363,0.0241647439169,0.2837480483657048,129.37957,44.364701,33.25,141039,0.0,99405204,J083731.09+442152.9,2012-12-31,56293,56292,GAC130N45V1,5,204,129.37957,44.364701,4.01,33.25,73.63,63.37,58.56,Star,STAR,G7,-5.8E-5,6.6E-5,ugrijhk,99.0,13.43,12.89,0.0,11.73,11.27,11.23,PILOT,Obj,SDSS,XY0841+4550_V1,0,0.0,129.37957,44.364701,0.0,spec-56293-GAC130N45V1_sp05-204.fits,false,false,true,1.0133188330731044,0.038248075093438395,0.7684107958744174,0.2815356225216354,0.9162291288944179,0.11310477454163416,-0.07020852209880601,0.0
spec-56293-VB043N31V1_sp04-109.fits,4881.04922999,2.44705521584,-0.219448832558,0.0294720788665,9.83258781409,0.0260987453054,0.0126764490881,0.00540246567351,1.1912590273660713,43.589195,31.5014,101.58,141437,spec-56293-VB043N31V1_sp04-109.fits,4881.04922999,2.44705521584,-0.219448832558,0.0294720788665,9.83258781409,0.0260987453054,0.0126764490881,0.00540246567351,1.1912590273660713,43.589195,31.5014,101.58,141437,0.0,99704109,J025421.40+313005.0,2012-12-31,56293,56292,VB043N31V1,4,109,43.589195,31.5014,16.14,101.58,263.96,346.82,282.25,Star,STAR,G5,-1.4E-5,4.8E-5,brijhk,11.68,11.27,99.0,99.0,9.91,9.44,9.29,PILOT,Obj,SDSS,VB0253+3138_V1,0,0.0,43.589195,31.5014,0.0,spec-56293-VB043N31V1_sp04-109.fits,false,false,true,0.8334650488909979,0.06094478609819264,0.00853469344259161,0.5032452977944083,0.8002193326503565,0.03663073656219264,0.5121134765618053,0.28110681367983126
