id_1,cannon_teff_1,cannon_logg_1,cannon_m_h_1,cannon_alpha_m_1,cannon_teff_err_1,cannon_logg_err_1,cannon_m_h_err_1,cannon_alpha_m_err_1,cannon_red_chisq_1,ra_1,dec_1,snrg_1,codeindex_1,id_2,cannon_teff_2,cannon_logg_2,cannon_m_h_2,cannon_alpha_m_2,cannon_teff_err_2,cannon_logg_err_2,cannon_m_h_err_2,cannon_alpha_m_err_2,cannon_red_chisq_2,ra_2,dec_2,snrg_2,codeindex_2,Separation_1,obsid,designation,obsdate,lmjd,mjd,planid,spid,fiberid,ra_obs,dec_obs,snru,snrg,snrr,snri,snrz,objtype,class,subclass,z,z_err,magtype,mag1,mag2,mag3,mag4,mag5,mag6,mag7,tsource,fibertype,tfrom,tcomment,offsets,offset_v,ra,dec,Separation,id,Ba_only_candidate,Sr_only_candidate,Ba_Sr_candidate,BA_FE_4554,BA_FE_4554_err,BA_FE_4934,BA_FE_4934_err,SR_FE_4077,SR_FE_4077_err,SR_FE_4215,SR_FE_4215_err
spec-56611-VB002N40V3_sp06-179.fits,5008.42331411,3.15611797154,-0.638583039221,0.12215760943,44.9787088402,0.0708980004348,0.0516562621418,0.0237755180711,0.22844914704531555,4.475728,39.694454,38.87,306916,spec-56611-VB002N40V3_sp06-179.fits,5008.42331411,3.15611797154,-0.638583039221,0.12215760943,44.9787088402,0.0708980004348,0.0516562621418,0.0237755180711,0.22844914704531555,4.475728,39.694454,38.87,306916,0.0,178306179,J001754.17+394140.0,2013-11-14,56611,56610,VB002N40V3,6,179,4.475728,39.694454,10.49,38.87,41.34,32.26,31.44,Star,STAR,G7,-1.43E-4,6.7E-5,brijhk,14.96,13.76,13.41,12.87,12.24,11.79,11.74,PILOT,Obj,0,VB0008+4029_V3,0,0.0,4.475728,39.694454,0.0,spec-56611-VB002N40V3_sp06-179.fits,false,false,true,0.9121617028375537,0.18221854021264391,0.478393084128406,0.44111459044056583,0.855611732911103,0.08142655836248033,-0.09014940150047687,0.0
spec-56616-HD231029N411918V01_sp11-214.fits,3756.92467924,0.110764080009,-0.639900525452,0.070312117298,7.05555859284,0.0196898994597,0.0146604268227,0.00635681893214,1.610754265926352,347.879221,43.629279,53.85,309263,spec-56616-HD231029N411918V01_sp11-214.fits,3756.92467924,0.110764080009,-0.639900525452,0.070312117298,7.05555859284,0.0196898994597,0.0146604268227,0.00635681893214,1.610754265926352,347.879221,43.629279,53.85,309263,0.0,162104162,J231131.01+433745.4,2013-10-05,56571,56570,HD231426N434153V01,4,162,347.879221,43.629279,1.44,35.77,95.71,199.12,200.22,Star,STAR,K7,-2.43E-4,3.0E-5,gri,13.57,11.95,11.14,99.0,99.0,99.0,99.0,LEGUE_LCH,Obj,UCAC4,157090840,0,0.0,347.879221,43.629279,0.0,spec-56616-HD231029N411918V01_sp11-214.fits,false,false,true,0.8591646575755307,0.10512856404768009,-0.05963003197573852,0.0,0.8940195247635438,0.1716126199273422,0.31205276696160045,5.901857735641264
spec-56616-HD231029N411918V01_sp12-097.fits,3848.20771043,0.68807675648,0.00200016389356,-0.0404780899455,6.35433936688,0.0194516108422,0.0119075755873,0.00516155891108,1.9301066653703702,348.935492,42.748221,54.79,309282,spec-56616-HD231029N411918V01_sp12-097.fits,3848.20771043,0.68807675648,0.00200016389356,-0.0404780899455,6.35433936688,0.0194516108422,0.0119075755873,0.00516155891108,1.9301066653703702,348.935492,42.748221,54.79,309282,0.0,162105110,J231544.51+424453.5,2013-10-05,56571,56570,HD231426N434153V01,5,110,348.935492,42.748221,1.77,81.75,179.56,316.47,297.61,Star,STAR,K7,-3.02E-4,2.9E-5,gri,13.14,11.79,11.1,99.0,99.0,99.0,99.0,LEGUE_LCH,Obj,UCAC4,156168042,0,0.0,348.935492,42.748221,0.0,spec-56616-HD231029N411918V01_sp12-097.fits,false,true,false,0.6631916519085975,0.2732565089052559,-0.040798917473750085,0.0,1.064581325877011,0.039223886477363794,1.0027337076854346,0.032179407924420346
spec-56616-VB035N42V2_sp12-241.fits,4376.71437288,1.82345549314,-0.191437293443,0.0528102800547,9.02247434026,0.0257196761454,0.0140275903449,0.00730396573717,0.7825524802309859,36.342416,45.072975,72.7,310346,spec-56616-VB035N42V2_sp12-241.fits,4376.71437288,1.82345549314,-0.191437293443,0.0528102800547,9.02247434026,0.0257196761454,0.0140275903449,0.00730396573717,0.7825524802309859,36.342416,45.072975,72.7,310346,0.0,180412241,J022522.17+450422.7,2013-11-19,56616,56615,VB035N42V2,12,241,36.342416,45.072975,4.71,72.7,115.44,100.93,98.31,Star,STAR,G5,-8.1E-5,3.6E-5,brijhk,11.3,11.2,99.0,99.0,9.32,8.69,8.53,PILOT,Obj,0,VB0221+4256_V2,0,0.0,36.342416,45.072975,0.0,spec-56616-VB035N42V2_sp12-241.fits,false,true,false,0.8037689497518292,0.06598447462059837,-0.12411287712879221,0.0,0.9613666085028701,0.06300525755821218,0.8501958685948977,0.0685288974806358
spec-56616-VB035N42V2_sp16-235.fits,4815.29598398,2.48306522624,0.109820767567,0.0848037774265,21.7231460451,0.0580433276499,0.026841179023,0.0139536694894,0.6268447480537843,33.646163,45.012222,31.39,310479,spec-56616-VB035N42V2_sp16-235.fits,4815.29598398,2.48306522624,0.109820767567,0.0848037774265,21.7231460451,0.0580433276499,0.026841179023,0.0139536694894,0.6268447480537843,33.646163,45.012222,31.39,310479,0.0,180416235,J021435.07+450043.9,2013-11-19,56616,56615,VB035N42V2,16,235,33.646163,45.012222,2.58,31.39,63.34,62.27,53.98,Star,STAR,G5,-3.38E-4,4.1E-5,brijhk,14.88,13.31,12.72,12.8,11.55,11.06,10.95,PILOT,Obj,0,VB0221+4256_V2,0,0.0,33.646163,45.012222,0.0,spec-56616-VB035N42V2_sp16-235.fits,false,true,false,0.8758566186766475,0.16004852901427555,-0.05460880410028701,0.0,0.8662442994786504,0.12081762360297017,0.8246669440591754,0.14601214098169316
spec-56617-GAC122S02V1_sp04-148.fits,4815.62942104,2.16685128886,-0.330485781598,0.0432258724686,6.84282674297,0.0187940104799,0.00961391642613,0.00424953039976,2.890956031981236,121.98448,-3.357361,153.76,311553,spec-56617-GAC122S02V1_sp04-148.fits,4815.62942104,2.16685128886,-0.330485781598,0.0432258724686,6.84282674297,0.0187940104799,0.00961391642613,0.00424953039976,2.890956031981236,121.98448,-3.357361,153.76,311553,0.0,93204148,J080756.27-032126.4,2012-12-22,56284,56283,GAC122S02V1,4,148,121.98448,-3.357361,4.73,52.7,108.66,145.32,116.95,Star,STAR,G5,1.52E-4,4.8E-5,ugrijhk,99.0,99.0,99.0,99.0,10.74,10.25,10.13,PILOT,Obj,SDSS,XY0808-0259_V1,0,0.0,121.98448,-3.357361,0.0,spec-56617-GAC122S02V1_sp04-148.fits,false,false,true,0.921343509441488,0.04784801243302243,-0.04122830842712227,0.0,0.7795937098197361,0.03243951971538354,0.7535101259778056,0.04395442776327523
spec-56617-GAC122S02V1_sp11-184.fits,5002.57932094,3.06368337204,-0.503856795817,0.131225110417,17.2466322975,0.0326262142111,0.019769198524,0.0110346784229,1.1568288441634242,122.20526,-1.0236555,91.99,311882,spec-56617-GAC122S02V1_sp11-184.fits,5002.57932094,3.06368337204,-0.503856795817,0.131225110417,17.2466322975,0.0326262142111,0.019769198524,0.0110346784229,1.1568288441634242,122.20526,-1.0236555,91.99,311882,0.0,180811184,J080849.26-010125.1,2013-11-20,56617,56616,GAC122S02V1,11,184,122.20526,-1.0236555,14.57,91.99,155.97,117.6,88.77,Star,STAR,G5,-8.5E-5,5.8E-5,ugrijhk,99.0,13.31,12.66,12.45,11.48,11.04,10.97,PILOT,Obj,0,XY0808-0259_V1,0,0.0,122.20526,-1.0236555,0.0,spec-56617-GAC122S02V1_sp11-184.fits,false,false,true,0.9402479370459427,0.07831746805051593,0.7812086808262337,0.11086169543407784,0.7766133427276739,0.0446874739576456,0.2354147655772728,2.7175198485548955
spec-56617-GAC122S02V1_sp12-031.fits,5275.49856938,3.0696607675,-0.704839787948,0.10826731385,18.3091442373,0.0356910090254,0.0224588787385,0.00906706700595,0.8257508764120435,123.23812,-1.163228,82.35,311904,spec-56617-GAC122S02V1_sp12-031.fits,5275.49856938,3.0696607675,-0.704839787948,0.10826731385,18.3091442373,0.0356910090254,0.0224588787385,0.00906706700595,0.8257508764120435,123.23812,-1.163228,82.35,311904,0.0,93212031,J081257.14-010947.6,2012-12-22,56284,56283,GAC122S02V1,12,31,123.23812,-1.163228,4.14,35.07,55.79,74.21,54.81,Star,STAR,G3,6.0E-5,8.3E-5,ugrijhk,99.0,99.0,99.0,99.0,11.39,11.1,11.0,PILOT,Obj,SDSS,XY0808-0259_V1,0,0.0,123.23812,-1.163228,0.0,spec-56617-GAC122S02V1_sp12-031.fits,false,false,true,1.0286938659584088,0.020290004367744592,0.9130846567349764,0.17011583040379882,1.0525079463895701,0.015362606466440547,0.8246386518409984,0.0855911401989975
spec-56618-EG000954N044957V01_sp06-113.fits,4840.09029263,3.68428838609,-0.51924045587,0.0645973785775,13.6063957114,0.019328101769,0.0146048112347,0.00464097269354,0.9319828032093281,4.673229,4.092714,141.39,314513,spec-56618-EG000954N044957V01_sp06-113.fits,4840.09029263,3.68428838609,-0.51924045587,0.0645973785775,13.6063957114,0.019328101769,0.0146048112347,0.00464097269354,0.9319828032093281,4.673229,4.092714,141.39,314513,0.0,74111034,J001841.57+040533.7,2012-10-29,56230,56229,EG001639N015102V01,11,34,4.673229,4.092714,6.32,31.75,43.2,39.35,35.08,Star,STAR,G7,-6.9E-5,8.0E-5,gribvjh,12.36,11.64,11.63,12.77,11.9,10.46,10.03,LiuChao,Obj,UCAC4,106875203,0,0.0,4.673229,4.092714,0.0,spec-56618-EG000954N044957V01_sp06-113.fits,false,false,true,0.8805896160915841,0.04060691943102726,0.7040985119694864,0.15018928988326302,0.7887996503160293,0.02539330662211313,-0.014327675713216175,0.0
spec-56618-GAC105N47V1_sp02-026.fits,5105.07776859,3.29800980585,-0.602398439197,0.0966047511056,28.0990278327,0.0429325910774,0.03191654245,0.0131411547144,0.5203560232454923,104.13519,45.621925,57.18,314952,spec-56618-GAC105N47V1_sp02-026.fits,5105.07776859,3.29800980585,-0.602398439197,0.0966047511056,28.0990278327,0.0429325910774,0.03191654245,0.0131411547144,0.5203560232454923,104.13519,45.621925,57.18,314952,0.0,118202026,J065632.44+453718.9,2013-02-04,56328,56327,GAC105N47V1,2,26,104.13519,45.621925,2.21,13.18,20.19,22.79,17.63,Star,STAR,G6,1.2E-5,5.0E-5,ugrijhk,99.0,13.96,13.23,12.99,12.0,11.64,11.48,PILOT,Obj,0,XY0703+4702_V1,0,0.0,104.13519,45.621925,0.0,spec-56618-GAC105N47V1_sp02-026.fits,false,false,true,1.0029716857677136,0.023655239200772962,0.375927363787639,0.31527550384394726,0.9933996183131465,0.05749727832446505,0.07307159692319701,2.5559538723280513
spec-56618-GAC105N47V1_sp03-120.fits,4902.03241478,2.73433506863,-0.256691647337,0.0730618109258,30.8064555304,0.0729540660301,0.0374798922396,0.0174740415338,0.4092474321704136,104.35069,47.430383,33.74,315007,spec-56618-GAC105N47V1_sp03-120.fits,4902.03241478,2.73433506863,-0.256691647337,0.0730618109258,30.8064555304,0.0729540660301,0.0374798922396,0.0174740415338,0.4092474321704136,104.35069,47.430383,33.74,315007,0.0,118203120,J065724.16+472549.3,2013-02-04,56328,56327,GAC105N47V1,3,120,104.35069,47.430383,1.24,8.93,13.38,24.37,18.77,Star,STAR,K1,-6.6E-5,4.7E-5,ugrijhk,99.0,14.82,13.99,13.7,12.64,12.21,12.11,PILOT,Obj,0,XY0703+4702_V1,0,0.0,104.35069,47.430383,0.0,spec-56618-GAC105N47V1_sp03-120.fits,true,false,false,1.021157865327573,0.031717210898480154,0.8436391591662822,0.24156353840335265,0.8965260284346702,0.08780106331108944,0.89138898271304,0.1137467551951503
spec-56618-GAC131N42V1_sp09-165.fits,4629.20428672,2.07319859488,-0.38416463074,0.116483813829,11.2649328559,0.0324015111067,0.0169921179626,0.00977936610964,1.4443430325456126,131.81815,42.872613,46.2,316148,spec-56618-GAC131N42V1_sp09-165.fits,4629.20428672,2.07319859488,-0.38416463074,0.116483813829,11.2649328559,0.0324015111067,0.0169921179626,0.00977936610964,1.4443430325456126,131.81815,42.872613,46.2,316148,0.0,181809165,J084716.35+425221.4,2013-11-21,56618,56617,GAC131N42V1,9,165,131.81815,42.872613,6.59,46.2,538.98,550.34,424.28,Star,STAR,G5,-2.14E-4,4.4E-5,ugrijhk,99.0,0.0,11.08,0.0,9.64,9.13,8.95,PILOT,Obj,0,XY0844+4206_V1,0,0.0,131.81815,42.872613,0.0,spec-56618-GAC131N42V1_sp09-165.fits,false,false,true,0.95437356777592,0.12420006882124413,0.7884309411642011,0.17936848764889138,0.823455487348144,0.07247031774716124,0.5954503916238716,0.5725655030025365
spec-56618-VB057N34V1_sp07-161.fits,5096.66410812,3.24073677924,-0.468659694816,0.0857495022263,24.1961286592,0.0404512101486,0.0271868710198,0.0115634771966,0.6568464051501669,58.293006,32.689607,67.71,316531,spec-56618-VB057N34V1_sp07-161.fits,5096.66410812,3.24073677924,-0.468659694816,0.0857495022263,24.1961286592,0.0404512101486,0.0271868710198,0.0115634771966,0.6568464051501669,58.293006,32.689607,67.71,316531,0.0,181907161,J035310.32+324122.5,2013-11-21,56618,56617,VB057N34V1,7,161,58.293006,32.689607,15.29,67.71,91.55,85.42,71.58,Star,STAR,G6,1.81E-4,5.4E-5,ugrijhk,99.0,14.07,13.37,0.0,11.8,11.35,11.25,PILOT,Obj,0,VB0350+3449_V1,0,0.0,58.293006,32.689607,0.0,spec-56618-VB057N34V1_sp07-161.fits,false,true,false,0.9448494499064306,0.0977171167713544,0.7659686979111541,0.1475314885019054,0.9202111846193559,0.049454105072587996,0.8589375815625386,0.06621859896347322
spec-56625-GAC113N37V1_sp14-240.fits,4291.48041956,1.6766991478,-0.340409006998,0.07559664882,6.56705705166,0.0184555885097,0.0106293865281,0.00591819449012,1.0835670168180527,110.62728,37.600304,105.81,326013,spec-56625-GAC113N37V1_sp14-240.fits,4291.48041956,1.6766991478,-0.340409006998,0.07559664882,6.56705705166,0.0184555885097,0.0106293865281,0.00591819449012,1.0835670168180527,110.62728,37.600304,105.81,326013,0.0,124514240,J072230.54+373601.0,2013-02-20,56344,56343,GAC113N37V1,14,240,110.62728,37.600304,2.69,48.45,133.63,160.12,144.62,Star,STAR,G5,-4.2E-5,4.0E-5,ugrijhk,99.0,99.0,99.0,99.0,9.05,8.34,8.16,PILOT,Obj,0,XY0733+3711_V1,0,0.0,110.62728,37.600304,0.0,spec-56625-GAC113N37V1_sp14-240.fits,false,false,true,0.7622119489981352,0.049543602505187634,-0.027875594092294398,0.0,0.7506351561201732,0.04329455421774778,-0.15992851513138567,0.0
spec-56626-GAC107N36V1_sp05-150.fits,4958.18508965,2.93873973504,-0.507230654992,0.133301908284,20.3365709518,0.0408335345445,0.0237668458647,0.0134448282385,0.7998762262604108,107.50038,35.353565,69.21,327370,spec-56626-GAC107N36V1_sp05-150.fits,4958.18508965,2.93873973504,-0.507230654992,0.133301908284,20.3365709518,0.0408335345445,0.0237668458647,0.0134448282385,0.7998762262604108,107.50038,35.353565,69.21,327370,0.0,184905150,J071000.09+352112.8,2013-11-29,56626,56625,GAC107N36V1,5,150,107.50038,35.353565,10.22,69.21,113.68,139.93,104.47,Star,STAR,G7,2.1E-5,5.6E-5,ugrijhk,99.0,14.42,13.67,13.45,12.37,11.96,11.87,PILOT,Obj,0,XY0709+3633_V1,0,0.0,107.50038,35.353565,0.0,spec-56626-GAC107N36V1_sp05-150.fits,false,false,true,1.00320336373396,0.01855850102282549,0.9120928990096088,0.1391889652793949,0.8998149609351263,0.05480631044998633,0.7898637127702504,0.07370954482777674
spec-56626-GAC117N24V1_sp16-115.fits,5161.31928537,3.17716327142,-0.654196874608,0.106147117613,43.9232278468,0.0725966913482,0.0516551835394,0.0209230475569,0.2484978029533851,117.09941,25.843164,37.74,329034,spec-56626-GAC117N24V1_sp16-115.fits,5161.31928537,3.17716327142,-0.654196874608,0.106147117613,43.9232278468,0.0725966913482,0.0516551835394,0.0209230475569,0.2484978029533851,117.09941,25.843164,37.74,329034,0.0,2702113,J074823.85+255035.3,2011-11-09,55875,55874,GAC_118N28_B1,2,113,117.09941,25.843164,11.35,44.04,79.57,94.98,70.57,Star,STAR,G3,1.86E-4,8.0E-5,ugrizjh,99.0,14.57,13.99,13.83,99.0,99.0,99.0,PILOT,Obj,-,xuyi_r,0,0.0,117.09941,25.843164,0.0,spec-56626-GAC117N24V1_sp16-115.fits,true,false,false,1.0200797289778292,0.03697932605378656,1.0351008591612483,0.05040750870140089,0.8904918983863672,0.0939281077660794,0.5420632936856752,0.743236622377711
spec-56628-VB011N30V1_sp16-055.fits,4861.02782524,2.58702623624,-0.314023930641,0.0805383003241,9.99876161388,0.0244354730396,0.0125508531637,0.0065160186043,1.6711622301837414,10.332017,32.77441,121.75,333472,spec-56628-VB011N30V1_sp16-055.fits,4861.02782524,2.58702623624,-0.314023930641,0.0805383003241,9.99876161388,0.0244354730396,0.0125508531637,0.0065160186043,1.6711622301837414,10.332017,32.77441,121.75,333472,0.0,186216055,J004119.68+324627.8,2013-12-01,56628,56627,VB011N30V1,16,55,10.332017,32.77441,19.39,121.75,164.99,212.5,163.71,Star,STAR,G5,1.5E-5,4.4E-5,brijhk,12.0,11.79,99.0,99.0,10.4,9.92,9.82,PILOT,Obj,0,VB0046+3056_V1,0,0.0,10.332017,32.77441,0.0,spec-56628-VB011N30V1_sp16-055.fits,false,false,true,0.9112708044197014,0.05412468850987003,0.6736028476363431,0.32533541706113195,0.8377532156381536,0.03395374345479156,0.7604673897417253,0.044115535292505184
spec-56628-VB011N30V2_sp09-033.fits,5202.28386998,3.31650818969,-0.526721354753,0.1034651784,17.1813618783,0.0283537513598,0.0195323815469,0.0091481103277,0.6730355916116505,12.758252,31.679356,97.56,333673,spec-56628-VB011N30V2_sp09-033.fits,5202.28386998,3.31650818969,-0.526721354753,0.1034651784,17.1813618783,0.0283537513598,0.0195323815469,0.0091481103277,0.6730355916116505,12.758252,31.679356,97.56,333673,0.0,186309033,J005101.98+314045.6,2013-12-01,56628,56627,VB011N30V2,9,33,12.758252,31.679356,23.7,97.56,165.49,180.01,120.69,Star,STAR,F9,-7.9E-5,6.2E-5,brijhk,12.55,12.62,99.0,99.0,11.33,10.91,10.82,PILOT,Obj,0,VB0046+3056_V2,0,0.0,12.758252,31.679356,0.0,spec-56628-VB011N30V2_sp09-033.fits,false,false,true,0.9548462332414024,0.07916152307508303,0.7500000441497804,0.11696500008171286,0.9003817493781637,0.04074254121346088,-0.056036325879101456,0.0
spec-56629-HD090800N293915V01_sp16-116.fits,5026.85971555,3.19766797014,-0.307322356365,0.103936840509,11.0822011831,0.0212549483166,0.0124315241484,0.00679649418463,1.6614784385933148,136.198332,31.171122,147.33,335363,spec-56629-HD090800N293915V01_sp16-116.fits,5026.85971555,3.19766797014,-0.307322356365,0.103936840509,11.0822011831,0.0212549483166,0.0124315241484,0.00679649418463,1.6614784385933148,136.198332,31.171122,147.33,335363,0.0,186916116,J090447.59+311016.0,2013-12-02,56629,56628,HD090800N293915V01,16,116,136.198332,31.171122,29.54,147.33,223.63,274.71,201.52,Star,STAR,G8,-1.3E-5,5.3E-5,gri,12.7,12.07,11.81,99.0,99.0,99.0,99.0,LEGUE_LCH,Obj,UCAC4,142742544,0,0.0,136.198332,31.171122,0.0,spec-56629-HD090800N293915V01_sp16-116.fits,true,false,false,0.9649299884620873,0.046399799072190835,0.8539870705513285,0.06985825095161624,0.8052284287362661,0.029115253326766326,0.417654968028605,0.8156856484701052
spec-56630-GAC091N33B1_sp11-095.fits,4968.3164101,3.15236423039,-0.383243428347,0.0931384965086,27.612633198,0.0466014036093,0.0311938583184,0.0108923662196,0.49621213494695704,91.013142,35.162208,48.37,336236,spec-56630-GAC091N33B1_sp11-095.fits,4968.3164101,3.15236423039,-0.383243428347,0.0931384965086,27.612633198,0.0466014036093,0.0311938583184,0.0108923662196,0.49621213494695704,91.013142,35.162208,48.37,336236,0.0,187211095,J060403.15+350943.9,2013-12-03,56630,56629,GAC091N33B1,11,95,91.013142,35.162208,5.67,48.37,97.32,136.4,94.87,Star,STAR,G8,1.7E-5,5.0E-5,ugrizjh,99.0,15.68,14.61,14.14,99.0,99.0,99.0,PILOT,Obj,0,XY0605+3335_B1,0,0.0,91.013142,35.162208,0.0,spec-56630-GAC091N33B1_sp11-095.fits,false,false,true,1.0030075714474431,0.02437396231741448,0.7517106783179972,0.16572681721183624,0.9120002476760964,0.08254483319894676,-0.17485479788304648,0.0
spec-56630-VB137N22V1_sp12-085.fits,4883.80738491,2.89270760942,-0.180578537716,0.0958716618904,9.7631801315,0.0221650147799,0.0114947326453,0.00659105932639,1.2765518539689147,138.76766,24.205864,124.49,337132,spec-56630-VB137N22V1_sp12-085.fits,4883.80738491,2.89270760942,-0.180578537716,0.0958716618904,9.7631801315,0.0221650147799,0.0114947326453,0.00659105932639,1.2765518539689147,138.76766,24.205864,124.49,337132,0.0,187412085,J091504.23+241221.1,2013-12-03,56630,56629,VB137N22V1,12,85,138.76766,24.205864,18.24,124.49,247.2,309.83,229.18,Star,STAR,G5,5.7E-5,4.8E-5,brijhk,13.16,11.74,11.69,11.11,10.76,10.28,10.18,PILOT,Obj,0,VB0909+2240_V1,0,0.0,138.76766,24.205864,0.0,spec-56630-VB137N22V1_sp12-085.fits,false,true,false,0.8571923818727527,0.0474174007245644,0.2674375543420892,0.30206857641577756,0.8531896780080073,0.029928745434291304,0.8503659305311064,0.04009083388489217
spec-56630-VB137N22V1_sp12-159.fits,5058.69062669,3.34093020485,-0.181568701796,0.11095784366,14.3045469489,0.0269715687083,0.015586300266,0.00882969468018,1.209278409916481,139.26861,23.834822,98.99,337134,spec-56630-VB137N22V1_sp12-159.fits,5058.69062669,3.34093020485,-0.181568701796,0.11095784366,14.3045469489,0.0269715687083,0.015586300266,0.00882969468018,1.209278409916481,139.26861,23.834822,98.99,337134,0.0,187412159,J091704.46+235005.3,2013-12-03,56630,56629,VB137N22V1,12,159,139.26861,23.834822,15.15,98.99,162.58,195.59,138.57,Star,STAR,G8,8.0E-6,5.1E-5,brijhk,14.25,12.84,12.94,12.36,12.04,11.66,11.52,PILOT,Obj,0,VB0909+2240_V1,0,0.0,139.26861,23.834822,0.0,spec-56630-VB137N22V1_sp12-159.fits,true,false,false,0.8765036589985531,0.05725421629720529,0.7900749019522396,0.08498230352346939,0.9062332894270386,0.03340308872314574,0.809213937832597,0.04325207612488619
spec-56630-VB137N22V1_sp15-186.fits,4913.34649877,3.3493352957,-0.0812478061584,0.0928462710329,16.6121381457,0.031424098554,0.0184441912866,0.00940491750825,0.6305721309010012,137.30127,23.567657,71.0,337179,spec-56630-VB137N22V1_sp15-186.fits,4913.34649877,3.3493352957,-0.0812478061584,0.0928462710329,16.6121381457,0.031424098554,0.0184441912866,0.00940491750825,0.6305721309010012,137.30127,23.567657,71.0,337179,0.0,187415186,J090912.30+233403.5,2013-12-03,56630,56629,VB137N22V1,15,186,137.30127,23.567657,8.85,71.0,118.55,148.63,104.97,Star,STAR,G5,8.8E-5,4.0E-5,brijhk,14.52,13.2,13.19,12.37,12.06,11.6,11.48,PILOT,Obj,0,VB0909+2240_V1,0,0.0,137.30127,23.567657,0.0,spec-56630-VB137N22V1_sp15-186.fits,false,true,false,0.9431616233906321,0.06588888828926265,0.8344685757428859,0.09559306914544667,0.8951075860743438,0.04088520299310283,0.8205664110670954,0.05026886701259832
spec-56630-VB137N22V2_sp01-114.fits,5281.0124672,3.19127782339,-0.762668817224,0.124387570039,45.1547989491,0.0816983214323,0.0565979836203,0.0236847400043,0.34844492432139884,137.93023,20.688278,31.36,337211,spec-56630-VB137N22V2_sp01-114.fits,5281.0124672,3.19127782339,-0.762668817224,0.124387570039,45.1547989491,0.0816983214323,0.0565979836203,0.0236847400043,0.34844492432139884,137.93023,20.688278,31.36,337211,0.0,187501114,J091143.25+204117.8,2013-12-03,56630,56629,VB137N22V2,1,114,137.93023,20.688278,8.46,31.36,42.08,48.63,32.84,Star,STAR,G7,-4.2E-5,8.0E-5,brijhk,15.63,14.67,14.98,14.4,13.87,13.57,13.43,PILOT,Obj,0,VB0909+2240_V2,0,0.0,137.93023,20.688278,0.0,spec-56630-VB137N22V2_sp01-114.fits,false,false,true,1.0301878739057595,0.05236552246827123,0.8222071992656311,0.4306757979504252,1.0179972402017587,0.030287820720594764,0.2769209243894506,2.7327565439801713
spec-56640-GAC064N42V3_sp01-180.fits,4377.70555032,1.90079118535,-0.0753445474228,0.0722050097424,12.6157307632,0.0329268321756,0.0186283511016,0.00744410322661,0.546054872271412,65.063193,39.866432,33.12,340520,spec-56640-GAC064N42V3_sp01-180.fits,4377.70555032,1.90079118535,-0.0753445474228,0.0722050097424,12.6157307632,0.0329268321756,0.0186283511016,0.00744410322661,0.546054872271412,65.063193,39.866432,33.12,340520,0.0,37701180,J042015.16+395159.1,2012-02-03,55961,55960,GAC_064N42_V3,1,180,65.063193,39.866432,1.66,9.49,15.64,27.9,30.87,Star,STAR,K5,-9.691E-5,3.04E-6,ugrijhk,99.0,99.0,99.0,99.0,9.09,8.19,7.96,PILOT,Obj,-,XY0418+4208_V3,0,0.0,65.063193,39.866432,0.0,spec-56640-GAC064N42V3_sp01-180.fits,false,false,true,0.8064474731666483,0.14273150810385554,-0.031790262166904004,0.0,0.8838251633439064,0.1654200518033625,-0.11474300072592507,0.0
spec-56640-GAC121N22B1_sp02-107.fits,5131.53678861,3.52481539754,-0.45923530827,0.104932732571,42.6581084537,0.0631487723634,0.0477563124458,0.0217303705184,0.6197007851766004,120.37752,20.498776,32.53,341142,spec-56640-GAC121N22B1_sp02-107.fits,5131.53678861,3.52481539754,-0.45923530827,0.104932732571,42.6581084537,0.0631487723634,0.0477563124458,0.0217303705184,0.6197007851766004,120.37752,20.498776,32.53,341142,0.0,190402107,J080130.60+202955.5,2013-12-13,56640,56639,GAC121N22B1,2,107,120.37752,20.498776,9.52,32.53,48.0,57.54,38.74,Star,STAR,G8,6.0E-5,7.0E-5,ugrizjh,99.0,14.62,14.16,14.26,99.0,99.0,99.0,PILOT,Obj,0,XY0806+2227_B1,0,0.0,120.37752,20.498776,0.0,spec-56640-GAC121N22B1_sp02-107.fits,true,false,false,1.1445913690322822,0.03764965940007193,1.1737328528074087,0.043054015139455185,1.025036464707639,0.023800183303258643,0.8196281993156502,0.12016418660104203
spec-56641-GAC117N12V1_sp08-170.fits,4718.5102564,1.9782557174,-0.290480569093,0.0324098183534,8.87387868671,0.0261913825318,0.0130964707515,0.00572720742717,1.476612522860386,117.87052,11.638268,91.66,344096,spec-56641-GAC117N12V1_sp08-170.fits,4718.5102564,1.9782557174,-0.290480569093,0.0324098183534,8.87387868671,0.0261913825318,0.0130964707515,0.00572720742717,1.476612522860386,117.87052,11.638268,91.66,344096,0.0,191208170,J075128.92+113817.7,2013-12-14,56641,56640,GAC117N12V1,8,170,117.87052,11.638268,6.31,91.66,99.91,191.29,164.06,Star,STAR,G5,2.05E-4,4.4E-5,ugrijhk,99.0,99.0,99.0,99.0,10.17,9.66,9.58,PILOT,Obj,0,XY0749+1208_V1,0,0.0,117.87052,11.638268,0.0,spec-56641-GAC117N12V1_sp08-170.fits,false,false,true,0.9566519391192666,0.07101389566590208,0.4726654007048139,0.599505840350168,0.8613678829432829,0.05356053510615699,1.1484114496148157,0.1381828440001145
